stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,stop_desc,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code
15221,15221,Judah/La Playa/Ocean Beach,37.760363,-122.509011,,,https://www.sfmta.com/15221,,,,0,
15223,15223,Judah/La Playa/Ocean Beach,37.760304,-122.508181,,,https://www.sfmta.com/15223,,,,0,
15195,15195,Judah St & 12th Ave,37.762069,-122.469324,,,https://www.sfmta.com/15195,,,,0,
15196,15196,Judah St & 12th Ave,37.761988,-122.469526,,,https://www.sfmta.com/15196,,,,0,
15197,15197,Judah St & 15th Ave,37.761848,-122.472777,,,https://www.sfmta.com/15197,,,,0,
15198,15198,Judah St & 16th Ave,37.76194,-122.473632,,,https://www.sfmta.com/15198,,,,0,
15200,15200,Judah St & 19th Ave,37.761655,-122.477194,,,https://www.sfmta.com/15200,,,,0,
15199,15199,Judah St & 19th Ave,37.761743,-122.476921,,,https://www.sfmta.com/15199,,,,0,
15201,15201,Judah St & 22nd Ave,37.761534,-122.479855,,,https://www.sfmta.com/15201,,,,0,
15202,15202,Judah St & 23rd Ave,37.761547,-122.481164,,,https://www.sfmta.com/15202,,,,0,
15203,15203,Judah St & 25th Ave,37.761452,-122.4833,,,https://www.sfmta.com/15203,,,,0,
15204,15204,Judah St & 25th Ave,37.761373,-122.48356,,,https://www.sfmta.com/15204,,,,0,
15205,15205,Judah St & 28th Ave,37.76131,-122.48651,,,https://www.sfmta.com/15205,,,,0,
15206,15206,Judah St & 28th Ave,37.761232,-122.486763,,,https://www.sfmta.com/15206,,,,0,
15207,15207,Judah St & 31st Ave,37.761172,-122.489719,,,https://www.sfmta.com/15207,,,,0,
15208,15208,Judah St & 31st Ave,37.761105,-122.4895,,,https://www.sfmta.com/15208,,,,0,
15209,15209,Judah St & 34th Ave,37.761028,-122.49293,,,https://www.sfmta.com/15209,,,,0,
15210,15210,Judah St & 34th Ave,37.760955,-122.493199,,,https://www.sfmta.com/15210,,,,0,
15211,15211,Judah St & 40th Ave,37.760743,-122.499359,,,https://www.sfmta.com/15211,,,,0,
